patch,champ,role,picks_by,bans_vs
16.06,Ashe,bot,1,2
16.06,Gnar,top,1,2
16.06,Gragas,top,0,3
16.06,Gwen,top,0,2
16.06,Karma,sup,2,0
16.06,Orianna,mid,1,1
16.06,Aatrox,top,1,0
16.06,Ahri,mid,0,1
16.06,Corki,bot,1,0
16.06,Dr. Mundo,jng,0,1
16.06,Galio,mid,1,0
16.06,Gangplank,top,1,0
16.06,Jarvan IV,jng,1,0
16.06,Jayce,top,0,1
16.06,Nautilus,sup,1,0
16.06,Ryze,mid,0,1
16.06,Seraphine,sup,0,1
16.06,Sivir,bot,1,0
16.06,Syndra,mid,1,0
16.06,Vi,jng,1,0
16.06,Xin Zhao,jng,1,0
16.07,Gnar,top,2,1
16.07,Karma,sup,1,2
16.07,Orianna,mid,1,2
16.07,Ashe,bot,1,1
16.07,Corki,bot,1,1
16.07,Draven,bot,1,1
16.07,Gragas,top,0,2
16.07,Gwen,top,1,1
16.07,Pyke,sup,0,2
16.07,Rumble,top,1,1
16.07,Xin Zhao,jng,1,1
16.07,Anivia,mid,1,0
16.07,Blitzcrank,sup,1,0
16.07,Jarvan IV,jng,1,0
16.07,Jayce,top,0,1
16.07,Maokai,jng,1,0
16.07,Nami,sup,1,0
16.07,Nautilus,sup,0,1
16.07,Rakan,sup,1,0
16.07,Rek'Sai,top,0,1
16.07,Seraphine,sup,0,1
16.07,Veigar,mid,1,0
16.07,Vi,jng,1,0
16.07,Viktor,mid,1,0
16.07,Wukong,jng,0,1
16.07,Yunara,bot,1,0
16.08,Gwen,top,0,2
16.08,Nautilus,sup,1,1
16.08,Orianna,mid,0,2
16.08,Ahri,mid,0,1
16.08,Alistar,sup,1,0
16.08,Annie,mid,1,0
16.08,Aurora,mid,0,1
16.08,Corki,bot,1,0
16.08,Draven,bot,1,0
16.08,Ezreal,bot,1,0
16.08,Gnar,top,0,1
16.08,Jarvan IV,jng,0,1
16.08,Lee Sin,jng,1,0
16.08,Mel,mid,1,0
16.08,Nami,sup,1,0
16.08,Renekton,top,1,0
16.08,Rumble,top,1,0
16.08,Ryze,mid,1,0
16.08,Sett,top,1,0
16.08,Veigar,mid,0,1
16.08,Wukong,jng,1,0
16.08,Xin Zhao,jng,1,0
16.1,Cho'Gath,top,0,8
16.1,Draven,bot,1,6
16.1,Gnar,top,2,3
16.1,Gragas,top,1,3
16.1,Nocturne,jng,2,2
16.1,Gangplank,top,1,2
16.1,Jayce,top,3,0
16.1,Xin Zhao,jng,1,2
16.1,Ahri,mid,1,1
16.1,Ashe,bot,2,0
16.1,Bard,sup,1,1
16.1,Braum,sup,1,1
16.1,Jarvan IV,jng,0,2
16.1,Leona,sup,1,1
16.1,Mel,mid,0,2
16.1,Nautilus,sup,1,1
16.1,Orianna,mid,2,0
16.1,Pantheon,jng,2,0
16.1,Pyke,sup,1,1
16.1,Alistar,sup,1,0
16.1,Anivia,mid,0,1
16.1,Aurora,mid,1,0
16.1,Corki,bot,1,0
16.1,Dr. Mundo,jng,0,1
16.1,Ezreal,bot,1,0
16.1,Karma,mid,1,0
16.1,Lulu,sup,1,0
16.1,Nidalee,jng,1,0
16.1,Poppy,sup,0,1
16.1,Rumble,top,0,1
16.1,Senna,bot,1,0
16.1,Seraphine,mid,1,0
16.1,Seraphine,sup,1,0
16.1,Shyvana,jng,1,0
16.1,Sylas,top,1,0
16.1,Syndra,mid,1,0
16.1,Taliyah,mid,1,0
16.1,Varus,bot,1,0
16.1,Wukong,jng,1,0
16.1,Yunara,bot,1,0
