patch,champ,role,picks_by,bans_vs
16.02,Gwen,top,0,4
16.02,Jarvan IV,jng,0,3
16.02,Ryze,mid,2,1
16.02,Sylas,mid,1,2
16.02,Akali,mid,0,2
16.02,Skarner,jng,2,0
16.02,Trundle,jng,0,2
16.02,Varus,bot,2,0
16.02,Yone,mid,1,1
16.02,Yunara,bot,1,1
16.02,Aatrox,jng,0,1
16.02,Ambessa,top,1,0
16.02,Aphelios,bot,1,0
16.02,Braum,sup,1,0
16.02,Corki,bot,0,1
16.02,Fiora,top,1,0
16.02,Gragas,top,1,0
16.02,Jhin,bot,1,0
16.02,Lucian,bot,0,1
16.02,Lulu,sup,1,0
16.02,Mordekaiser,top,1,0
16.02,Neeko,sup,1,0
16.02,Nocturne,jng,0,1
16.02,Orianna,mid,1,0
16.02,Qiyana,jng,0,1
16.02,Quinn,top,0,1
16.02,Rakan,sup,1,0
16.02,Rell,sup,1,0
16.02,Rumble,top,0,1
16.02,Sejuani,jng,1,0
16.02,Shaco,jng,0,1
16.02,Trundle,top,1,0
16.02,Vi,jng,1,0
16.02,Xin Zhao,jng,1,0
16.03,Akali,mid,1,4
16.03,Gwen,top,0,5
16.03,Trundle,jng,0,5
16.03,Dr. Mundo,jng,1,2
16.03,Gnar,top,1,2
16.03,Karma,sup,2,1
16.03,Jarvan IV,jng,2,0
16.03,Rakan,sup,1,1
16.03,Ryze,mid,2,0
16.03,Sivir,bot,1,1
16.03,Yone,mid,0,2
16.03,Aatrox,top,1,0
16.03,Camille,top,0,1
16.03,Corki,bot,1,0
16.03,Ezreal,bot,1,0
16.03,Fiora,top,1,0
16.03,Gragas,top,1,0
16.03,Orianna,mid,1,0
16.03,Renekton,top,1,0
16.03,Sejuani,jng,1,0
16.03,Shaco,jng,1,0
16.03,Soraka,sup,1,0
16.03,Sylas,mid,0,1
16.03,Taliyah,mid,1,0
16.03,Taric,sup,1,0
16.03,Xayah,bot,1,0
16.03,Yunara,bot,1,0
16.1,Gragas,top,0,3
16.1,Jarvan IV,jng,1,2
16.1,Ashe,bot,2,0
16.1,Aurora,mid,1,1
16.1,Nautilus,sup,0,2
16.1,Rumble,top,1,1
16.1,Sejuani,jng,1,1
16.1,Seraphine,sup,2,0
16.1,Shaco,jng,0,2
16.1,Trundle,jng,1,1
16.1,Ahri,mid,1,0
16.1,Akali,mid,0,1
16.1,Ambessa,top,1,0
16.1,Cassiopeia,mid,1,0
16.1,Jhin,bot,1,0
16.1,Jinx,bot,1,0
16.1,Karma,sup,1,0
16.1,Lee Sin,jng,1,0
16.1,Leona,sup,1,0
16.1,Lux,sup,1,0
16.1,Malphite,top,1,0
16.1,Orianna,mid,1,0
16.1,Trundle,top,1,0
16.1,Varus,bot,1,0
16.1,Viktor,mid,1,0
16.1,Xin Zhao,jng,1,0
16.1,Yorick,top,0,1
16.1,Zaahen,top,1,0
